353,"There＊s never been a greater need to explore the role that technology will play in helping us rebuild, reconstruct and get the next 10 years right. How do we embed resilience into our organisations, harness technology for good and address the current health crisis whilst not forgetting the climate and importance of a strong economy?",,
354,10:20-11:20,,
355,"John F. Kerry, Samantha Power, Jane Goodall, and Tony Fadell",,
356,68th US Secretary of State ,,
357,Former US Ambassador to the UN,,
358,Founder of The Jane Goodall Institute,,
359,"Pod inventor, iPhone co-inventor, Nest founder, Future Shape principal",,
360,"We are thrilled to announce a taste of the expertise to come. We, like you, are driven by an urgent need to make sense of the shifting sands of our world and carve a path forward, we expect many of the sessions at CogX to be coloured by the COVID-19 crisis and we aim to play our part in helping by connecting, celebrating and supporting each other in June. Check out some of the names you＊ll be able to virtually meet. Led by our brilliant Health committee this topic will bring stories from the front line across the globe: 每 Chair, Dr. Jack Kreindler, Founder & Medical Director, Centre for Human Health & Performance (CHHP); 每 Tina Woods, CEO & Founder, Collider Health; 每 Dr Jordan Shlain, CEO, Private Medical; 每 Parker Moss, Board Member, Cancer Research Technology, Cancer Research UK; 每 Maxine Mackintosh: Co-Founder, One HealthTech; 每 Dr. Dina Radenkovic, Academic Doctor, Guy＊s and St Thomas＊? NHS Foundation Trust. We aim to also look forward past the immediate Covid-19 crisis to how we build resilient health systems and ask, what would a new charter for health entail? We draw early lessons from recent events and explore how data, new pathways for drug discovery and AI are playing key roles in future health. We＊ll explore how longevity, epigenetics, wellbeing and performance have changed forever and what it will take for our health to flourish in the coming years.",,
361,10:20-11:20,,
362,"Tim Spector, Claire Novorol, Alan Karthikesalingam, Emil Hewage, Dr. Charmaine Griffiths, and Divya Chander",,
363,Head of Department of Twin Research & Genetic Epidemiology of King's College London,,
364,Co-Founder & Chief Medical Officer of Ada Health,,
365,Research Lead of Google Health UK,,
366,CEO & Co-Founder of Bios,,
367,CEO of British Health Foundation,,
368,Faculty Chair Neuroscience of Singularity University,,
369,"As globalisation makes our supply chains increasingly international and intertwined, we assess how technology can enable more resilient systems. From next generation manufacturing to connected industry, this track will focus on the digitalisation of global production and consumption.",,
370,10:20-11:20,,
371,"Dr Katy Milne, Juergen Maier, Lisa Dale-Clough, and Vishal Chatrath",,
372,Chief Engineer of Manufacturing Technology Centre,,
373,Chair of the Board of Digital Catapult,,
374,Senior Policy Manager of Transport for Greater Manchester,,
375,CEO & Co-Founder of PROWLER.io,,
376," Our most pragmatic content topic brings speakers to help you find out what＊s real and deployed in the enterprise today. Learn what you can expect in ROI, business benefits, time to deploy and tech limitations.",,
377,10:20-11:20,,
378,"Increasingly the digital and physical worlds are blending. What are the implications for infrastructure, IoT, and cloud capabilities when business and society are as much online as they are offline? This track will examine the intersection of these technologies, along with information architecture.",,
379,10:20-11:20,,
380,"Anita Sengupta, David Lane, Sabine Hauert, Paul  Clarke, Heba Bevan, and Joe Baguley",,
381,Professor of Astronautics of University of Southern California,,
382,"Founder, Director, Professor of Edinburgh Centre for Robotics",,
383,President & Co-Founder of Robohub,,
384,CTO of Ocado,,
385,CEO and Founder of Utterberry,,
386,"VP & CTO, EMEA of Vmware",,
387,"Bringing the world＊s most interesting research papers to life. Examining the wider implications, we feature top research published across domains and verticals with exciting interviews with the authors themselves, alongside a curated Q&A session.",,
388,10:20-11:20,,
389,"Get the latest in space exploration, innovation and astronomy thinking as we celebrates humanity＊s ongoing expansion across the final frontier and both look to the future and discuss what tangible learnings we can take from this research to todays challenges.",,
390,10:20-11:20,,
391,"How do you scale good ideas? This topic will look at the fastest growing startups, unicorns, camels, and high-growth scale-ups as well as corporate innovations and the challenges they experience. Mostly we＊ll look at the amazing opportunities for investment they present. We will ask, how do you scale good ideas and hear from companies at every stage of the cycle, and the investors who have partnered with them.",,
392,10:20-11:20,,
393,"Niklas Zennstr?m, Carina Namih, Brent Hoberman, Priya Guha, Cherry Freeman, and Tim Draper",,
394,CEO & Founding Partner of Atomico,,
395,General Partner of Episode 1 Ventures,,
396, Executive Chairman & Co-Founder of Founders Factory,,
397,Venture Partner of  Merian Ventures,,
398,Co-Founding Partner of Hiro Capital,,
399,Founder of Draper Associates,,
400,"Tune into the next wave of technology, discover what＊s coming down the line and inform your 5-10 year strategy. Here＊s where we explore how the compute fabric is changing, from chips to hardware via software and data use. What are the most promising applications of these new technologies, and where is it all heading?",,
401,10:20-11:20,,
402,"Joanna Popper, Alice Newcombe-Ellis, Philippe Beaudoin, Iggy Bassi, David Barber, and Anima Anandkumar",,
403,Global Head of Virtual Reality for Location Based Entertainment of HP,,
404,Founding & Managing Partner of Ahren Innovation Capital,,
405,Co-Founder of Element AI,,
406,CEO & Founder of Cervest,,
407,Professor of Machine Learning of UCL,,
408,Director of ML Research of Nvidia,,
409,"AI is powering a revolution in both HR and learning. The recent lockdown has driven widespread adoption of education technology, we＊ll be looking at best practice remote learning courses, digital versus hybrid tools and how the classroom is transforming. And from hiring, to people management to performance, AI tools have the power to fundamentally change the way the HR function operates. Learn how here.",,
410,10:20-11:20,,
411,"Rose Luckin, Priya Lakhani, Lauren Kisser, Joel Hellermark, Derek Haoyang Li, and Alex Beard",,
412,Director of UCL EDUCATE,,
413,Founder & CEO of Century,,
414,"Director, Alexa Info International of Amazon",,
415,CEO & Founder of Sana Labs,,
416,Founder & Chairman of Squirrel AI Learning by Yixue Group,,
417,"Senior Director, Global Learning Lab",,
418,"Our planet is a complex system, and its health is integral to ours. COVID-19 has shown us that in the face of imminent threat, radical action is possible. In the long term, climate change represents one of the biggest threats to the planet, but also the greatest business opportunity of the last 200 years. This year at CogX we will explore the approaches AI and other emerging technologies offer in the fight against climate change and environmental degradation. We will discuss the future of our cities, and the intersection of smart, sustainable and key advances in mobility.",,
419,10:20-11:20,,
420,"Bryony Worthington, Aza Raskin, Tom Rivett-Carnac, Caroline Hjelm, Joanna Haigh, Stephen Fitzpatrick, Lily Cole, Tessa Clarke, and Jo Bamford",,
421,Executive Director of Environmental Defense Fund Europe,,
422,Founder of Earth Species Project,,
423,Co-Founder of Global Optimism,,
424,CMO of VOI Technology,,
425,Co-director The Grantham Institute on Climate Change and the Environment of Imperial College London,,
426,CEO & Founder of OVO Energy,,
427,Author of Who Cares Wins: Reasons For Optimism in Our Changing World,,
428,CEO & Founder of OLIO,,
429,Chairman of Wrightbus,,
430,"The urgency has never been more apparent: with climate change accelerating every minute of every day; infectious diseases reaching into every corner of the Earth; and human rights, clean water, and education still being a luxury for some of the most vulnerable members of our society, we need to rethink the very basis of how we organise, make decisions, and structure the world＊s governance. Privacy preservation and adaptive organisations have never been more important. With the emergence of Web 3.0 technologies, we are able to organise in unprecedented ways, and rebuild our society and economy from ground up. Here, we will discuss topics like decentralised justice system, technology-powered UBI, and accelerated vaccine discovery with the world＊s leading voices in each field. ※CogX was a fantastic event. It brought together some of the most creative and interesting ideas, people, technologies and talks of any I＊ve been to, with well-designed tracks and great interaction between them.§",,
431,10:20-11:20,,
432,"Arwen Smit, Lea  Schmidt,  Husayn Kassai, Ben Goertzel, Mona El Isa, and Luis Cuende",,
433,"Author, Identity Reboot",,
434,Product Partnerships of Centrifuge,,
435,CEO & Co-Founder of Onfido,,
436,CEO of SingularityNET,,
437,Founder & CEO of Avantgarde,,
438,Co-Founder of Aragon,,
439," From Financial Services and Telecoms to Climate Change and Fashion, CogX Awards celebrate the best-of-the-best in AI and emerging technologies. Our past winners include DeepMind, UiPath and Unilever. This year, as well as awards for industry, we will look at emerging technology as it impacts the UN Development Goals, where we will be giving out special prizes for impact and delivery. It＊s the perfect opportunity to rub shoulders with the most senior global leaders community and enjoy a glittering evening of entertainment with the opportunity to honour the companies and individuals who exhibited outstanding achievement in the awards categories. We will shortly be announcing categories for CogX Awards 2020. Register your interest and be the first to know.",,
440,Alan Karthikesalingam is the Research Lead of Google Health UK,,
441,"Executive Chairman of J.P. Morgan Global Wealth Management. Andrew Cohen is the Executive Chairman of J.P. Morgan Wealth Management. He oversees J.P. Morgan Private Bank＊s Institutional Wealth Management practice and leads the partnership between the firm＊s Corporate & Investment Bank and Private Bank. In this role, Mr. Cohen focuses on servicing the Private Bank＊s largest and most sophisticated clients globally. He is a member of the Asset & Wealth Management Operating Committee, Wealth Management Operating Committee, and the Investment & Corporate Banking Management Team.
Prior to this role, Mr. Cohen was Chief Executive Officer of J.P. Morgan＊s International Private Bank, which operates in Asia, Europe, the Middle East and Africa, and Latin America. Before relocating to Hong Kong in 2010 as the Asia Private Bank＊s Chief Executive Officer, he was Head of the Southern California region, based in Los Angeles.
Previously, he worked with ultra-high-net-worth families in Northern Europe and the Eastern Mediterranean region.
Mr. Cohen holds a Bachelor of Economics degree from Monash University in Melbourne, Australia and attended the Executive Program of Global Leadership and Public Policy for the 21st Century at Harvard University＊s John F. Kennedy School of Government.
Mr. Cohen sits on the Board of Directors of the Serpentine Galleries, the Board of Governors of Tel Aviv University, and is an alumni of the Young Global Leaders Forum (World Economic Forum) and the Hong Kong Forum. In his free time, he enjoys skiing, sailing, philanthropy and traveling.",,
442,Andrew  Pakes is the Director of Communications & Research of Prospect Union,,
443,"Claire Novorol is the Co-Founder & Chief Medical Officer of Ada Health. Dr. Claire Novorol is Chief Medical Officer and co-founder of Ada Health. Prior to founding Ada, Claire worked as a Paediatrician within the NHS before specialising in Clinical Genetics. She has degrees in Pathology and Medicine as well as a PhD in Neuroscience from the University of Cambridge. Claire is also the founder of Doctorpreneurs, a global community for healthcare professionals interested in innovation and entrepreneurship. She is a member of the Advisory Team Steering Group for the AHSN Network Community for Artificial Intelligence, an Entrepreneurship Expert with the Entrepreneurship Centre at Sa?d Business School, University of Oxford and a member of the UK Digital Health Council. Claire has previously been featured on Business Insider＊s Tech 100: The 100 coolest people in UK tech and Forbes＊ Europe＊s Top 50 Women in Tech, and she is a regular contributor to Forbes, writing on healthtech.",,
444,Tim Spector is the Head of Department of Twin Research & Genetic Epidemiology of King's College London,,
445,Chris Pissarides is Regius Professor and Co-chair of Institute for the Future of Work.,,
446,Steen Jakobsen is the Chief Investment Officer of th Saxo Bank,,
447, Baroness Martha Lane Fox is the Founder & Executive Chair of Doteveryone,,
448, Carly Kind is Director of Ada Lovelace Institute,,
449,Hannah Fry is the author of Hello World: How to Be Human in the Age of the Machine who come from UCL.,,
450,Jamie Bartlett is the author of People vs. Tech,,
451,Martha Spurrier is the director of Liberty,,
452,Rachel Coldicutt is a responsible technologist,,
453,Ravi Gurumurthy is the CEO of Nesta.,,
454,Yancey Strickler is the author of This Could Be Our Future: A Manifesto for a More Generous World,,
455,Dr Katy Milne is the Chief Engineer of Manufacturing Technology Centre,,
456,Juergen Maier is the Chair of the Board of Digital Catapult,,
457,Lisa Dale Clough is the Senior Policy Manager of Transport for Greater Manchester,,
458,Vishal Chatrath is the CEO and Co-Founder of PROWLER.io,,
459,"Dr. Anita Sengupta is an aerospace engineer, veteran of NASA, aviation entrepreneur, and instrument rated pilot. She is a Research Professor of Astronautics at the University of Southern California developing aerospace technologies and co-founder of ASX an eVTOL startup.",,
460,"David Lane is the Founder, Director and Professor  of Edinburgh Centre for Robotics",,
461,"Heba Studied electronics and computer engineering at the University of Cambridge, receiving a first for her final year project on robotics visualisation. On graduation she worked as a CPU (central processing unit) engineer for microchip design company ARM. After being an integral designer of the ARM Cortex processors, which is found in virtually all mobile phones in the world today, she moved to another role in ARM as a technical sales engineer. Heba went back to The University of Cambridge (Jesus College) to do her PhD in low power wireless sensors network.
Heba is the CEO  and founder of UtterBerry Ltd. UtterBerry is a patented intelligent wireless sensor system which works on extremely low power. Fitting in the palm of the hand and weighing less than 15 grams, UtterBerry sensors are the smallest and lightest wireless sensors in the world and are also the first to employ artificial intelligence. Despite their size, they work to sub-millimetre precision, measuring multiple variables; collecting and interpreting data at the source and transmitting information in real time.",,
462,"UtterBerry is a patented intelligent wireless sensor system which works on extremely low power. Fitting in the palm of the hand and weighing less than 15 grams, UtterBerry sensors are the smallest and lightest wireless sensors in the world and are also the first to employ artificial intelligence. Despite their size, they work to sub-millimetre precision, measuring multiple variables; collecting and interpreting data at the source and transmitting information in real time.",,
463,Heba Bevan is the CEO  and founder of UtterBerry Ltd. ,,
464, Joe Baguley is the VP and CTO of VMware in EMEA ,,
465, Paul Clarke is the CTO of Ocado,,
466,Sabine Hauert is the President and Co-Founder of Robohub,,
467,Brent Hoberman is the Executive Chairman and Co-Founder of Founders Factory,,
468,Carina Namih is the General Partner of Episode 1 Ventures,,
469,Cherry Freeman is the Co-Founding Partner of Hiro Capital,,
470,Niklas Zennstram is the CEO and Founding Partner of Atomico,,
471,"CogX is one of the biggest festivals of leadership, AI and emerging technology in the world. We expected 30,000 people to attend our virtual festival on June 8-10 exploring topics from planet, leadership, cutting edge technology, ethics and the future of work. We are running a GenZ stage and we would love to hear what kinds of talks you? would like to see on it.",,
472,Tim Davie is the CEO of BBC Studios,,
473,"Anthony Finkelstein is the Chief Scientific Adviser for National Security to HM Government. He holds a Chair as Professor of Software Systems Engineering at University College London (UCL) and is a Fellow of The Alan Turing Institute. He is an elected Fellow of the Royal Academy of Engineering (FREng). He is also an elected Member of Academia Europaea and a Fellow of the City and Guilds of London Institute. He is a Fellow of the Institution of Engineering and Technology (IET) and the British Computer Society (BCS). He was awarded an Honorary DSc by City University of London. Anthony was appointed Commander of the Order of the British Empire (CBE) for services to computer science and engineering. Prior to taking up his Government role he was Dean of UCL Faculty of Engineering Sciences and Head of UCL Department of Computer Science. He served on the Council (Governing Board) of the Engineering & Physical Sciences Research Council (EPSRC), the UK science funding body. He is a Visiting Professor at Imperial College London, University of South Australia and at the National Institute for Informatics, Tokyo, Japan. He is actively engaged with innovation and has founded several successful spin-out companies as well as setting up novel venture funding initiatives on behalf of HMG.",,
474,"Grace is the co-founder of CyLon, which finds, grows and invests in the best emerging cyber businesses around the world. Since 2015 CyLon has supported more than 100 early-stage cyber companies from hubs in London and Singapore, and is the 5th most active investor in cyber security globally. Prior to founding CyLon, Grace spent 10 years in the UK Diplomatic Service, working on global security policy in Asia, Europe, and the Americas. Between 2004-6, she was an advisor to PM Tony Blair in 10 Downing Street, specialising in Asia and national security.",,
475,"CyLon is a company which finds, grows and invests in the best emerging cyber businesses around the world. Since 2015 CyLon has supported more than 100 early-stage cyber companies from hubs in London and Singapore, and is the 5th most active investor in cyber security globally. ",,
476,Husayn Kassai is the CEO and Co-Founder of Onfido,,
477,"Ivana is the Technical Director at Deloitte, author and media commentator. In her day job, she helps businesses with their privacy by designing programmes in relation to AI and blockchain technology.
Ivana was awarded the Woman of the Year(2019) in the Cyber Security Awards in recognition of her growing reputation as an advocate of equality, privacy and ethics at the heart of tech and AI.
She is a sought after commentator for the BBC and the Guardian on headline stories where the tech economy intersects with privacy and data law and politics.
In May 2018, Ivana launched the Women Leading in AI network, an international lobby group of women advocating for responsible AI.
Ivana is Co-editor of the Fintech Circle? an AI Book on how AI is reshaping financial services. Her first book, An Artificial Revolution, will be released in May 2020.",,
478,"Dr Mariarosaria Taddeo is Senior Research Fellow at the Oxford Internet Institute, University of Oxford, where she is the Deputy Director of the Digital Ethics Lab, and is Faculty Fellow at the Alan Turing Institute. Her recent work focuses mainly on the ethical analysis of Artificial Intelligence, cyber security , cyber conflicts, and ethics of digital innovation. Her area of expertise is Philosophy and Ethics of Information, although she has worked on issues concerning Epistemology, Logic, and Philosophy of AI. She has received multiple award for her work, among which  the 2010 Simon Award for Outstanding Research in Computing and Philosophy; the 2016 World Technology Award for Ethics. In 2018, InspiringFifty named her among the most inspiring 50 Italian women working in technology. In the same year, ORBIT listed her among the top 100 women working on Ethics of AI in the world. Since 2016, Taddeo serves as editor-in-chief of Minds & Machines (SpringerNature) and of Philosophical Studies Series (SpringerNature). Her research has been published in major journals like Nature, Nature Machine Intelligence, Science, and Science Robotics. As of 2020, Dr Taddeo is a member, officially representing the UK ? of the Exploratory Team on Operational Ethics, established under the auspices of the Human Factors and Medicine (HFM) panel of the NATO Science and Technology Organization (STO).",,
479,Naomi Climer is the Co-chair in the institute for the Future of work,,
480,"Priya Guha is a Venture Partner at Merian Ventures, investing in women-led innovation, a Member of the Innovate UK Council and Adjunct Faculty at the Ashridge Hult Business School",,
481,"Priya Guha was previously GM for RocketSpace, launching their UK operations.  Priya used to be a career diplomat, most recently as British Consul General to San Francisco and previously in India and Spain",,
482,"Priya Guha is on the Digital Catapult and Althea Foundation Boards, the Tech London Advocates Advisory Board and London Tech Week Advisory Committee.  She also Chairs the Board of Trustees of Modern Muse and is an Advisor to The Youth Group",,
483,"Tim Draper is a top global venture capitalist, having founded Draper Associates and DFJ. The firms＊ investments include Coinbase, Robinhood, TwitchTV, Skype, Tesla, Baidu, Focus Media, YeePay, Hotmail, SolarCity, Athenahealth, Box, SpaceX, Cruise Automation, Carta, Planet, PTC, Ledger and many others",,
484,"Tim Draper is a leading spokesperson for Bitcoin, Blockchain, ICOs and cryptocurrencies and led investments in the companies that would issue two of the largest ICO＊s: Tezos and BancorIn promoting entrepreneurship, he created Draper University of Heroes, a residential school based in San Mateo, Ca to help extraordinary people accomplish their life missions. The school launched entrepreneurs from 76 countries who built 350 companies including NVision (sold for $275 million) and crypto leaders QTUM, Spacecash, DataWallet and Credo",,
485,Tim Draper received a Bachelor of Science from Stanford University majoring in electrical engineering and an MBA from the Harvard Business School,,
486,Alice Newcombe-Ellis is the Founding & Managing Partner of Ahren Innovation Capital,,
487,"Alice has over a decade of investing experience, including at TPG Capital (leading global private equity firm with >$70BN AUM) and Lansdowne Partners (leading investment firm with >$15BN AUM). Her predominant investing focus has been in tech and disruptive healthcare",,
488,"Alice holds a Double First Class degree in Mathematics, and Master's in Mathematics/Physics from the University of Cambridge. She was a Fulbright Scholar and a Baker Scholar at Harvard Business School",,
489,Anima Anandkumar is a Bren Professor at Caltech and Director of ML Research at NVIDIA,,
490,"Anima Anandkumar was previously a Principal Scientist at Amazon Web Services. She has received several honors such as Alfred. P. Sloan Fellowship, NSF Career Award, Young investigator awards from DoD, and Faculty Fellowships from Microsoft, Google, and Adobe. She is part of the World Economic Forum＊s Expert Network",,
491,"Anima Anandkumar is passionate about designing principled AI algorithms and applying them in interdisciplinary applications. Her research focus is on unsupervised AI, optimization, and tensor methods",,
492,David Barber is a professor of Machine Learning in UCL,,
493,Iggy Bassi is CEO & Founder of cervest company,,
494,"Joanna Popper is Global Head of Virtual Reality for Location Based Entertainment HP
                ",,
495,Philippe Beaudoin is a serial entrepreneur with a love for innovative ideas that have a positive impact on society,,
496,"In 2016, Philippe Beaudoin co-founded Element AI, a world leader at operationalizing Artificial Intelligence for businesses. In his latest venture, founded in early 2020, Philippe and his team are creating an ※Empathetic AI§ that curates personalized content ※for the person we wish we were.§",,
497,The team is now developing a novel approach to content discovery based on Natural Language Understanding to empower users and allow them to take control of the algorithms that have become so prominent in our lives,,
498,"Philippe holds a Ph.D from Universit谷 de Montr谷al, and did his postdoc studies at University of British Columbia. He has worked as a software engineer, researcher and an executive for several companies including Google",,
499,Alex Beard is Senior Director in the Global Learning Lab,,
500,"Alex started out as a teacher in a London comprehensive, then joined a growing global network working to ensure the next generation fulfills its potential",,
501,"Today Alex's fortunate to spend his time travelling the world in search of the future of learning, writing about his experiences for the Guardian, Financial Times, Evening Standard, Independent and Wired",,
502,"Alex's book Natural Born Learners is a user's guide to transforming learning in the twenty-first century, taking readers on a mind-altering global tour into the future of education, from Silicon Valley to Seoul, Helsinki to Hounslow",,
503,Derek Haoyang Li is the Founder & Chairman Squirrel AI Learning by Yixue Group,,
504,Joel Hellermark is the CEO & Founder from Sana Labs,,
505,"Lauren Kisser is the Director of the Alexa Info International Amazon
                ",,
506,"Priya Lakhani is the Founder and CEO of the Century. He is the former libel barrister, University law lecturer and founder of FMCG business Masala Masala, launched CENTURY Tech in 2015",,
507,"CENTURY is a platform utilising A.I., big data and cognitive neuroscience to offer personalised learning and real-time data to educators",,
508,"Priya was made Officer of the Order of the British Empire (2014), awarded The Mayor of London Fund＊s Special Recognition Award (2016), and won The Global AI Awards (2017) and MIT Solve＊s Challenge Prize (2018). Priya regularly presents on BBC World News as a commentator on news, politics, business and technology",,
509,Rose Luckin is the Director of the UCL EDUCATE,,
510,Aza Raskin is the Founder of the Earth Species Project,,
511,Bryony Worthington is the Executive Director of Environmental Defense Fund Europe,,
512,Caroline Hjelm is the CMO of VOI Technology ,,
513,Lily Cole is the author of the Who Cares Wins : Reasons For Optimism in Our Changing World,,
514,"Lily Cole spends her time on art and activism. As an advocate for socio-political and environmental issues, she has employed technology, writing, film making and public speaking as means to build awareness and encourage dialogue",,
515,Lily was awarded a First-Class BA in History of Art from Cambridge University in 2011,,
516,In 2013 Lily co-founded Impossible.com: a group of people who have come together to help solve meaningful problems and guide global change,,
517,"Lily has spoken at Davos, Google＊s Zeitgeist, Wired and Web Summit, was an affiliate at the Berkman Center at Harvard University, and holds an Honorary Doctor of Letters from GCU. Lily is a patron of the EJF and has worked significantly with WWF.  She was named the Bront? Society＊s creative partner for 2018. She writes often for national and international press. Who Cares Wins is Lily＊s first book",,
518,Tom Rivett-Carnac is the co-Founder of the Global Optimism,,
519,Arwen Smit is the author of identity reboot,,
520,Ben Goertzel is the CEO of SingularityNET,,
521,Lea  Schmidt is the Product Partnerships of Centrifuge,,
522,Luis Cuende is the Co-Founder of Aragon,,
523,Mona El Isa is the Founder and CEO of Avantgarde,,
524,Stuart Russell is the Professor of computer science in UC berkeley,,
525,"Stuart Russell is a pioneer in the understanding and uses of artificial intelligence (AI), its long-term future, and its relation to humanity. He also is a leading authority on robotics and bioinformatics",,
526,"He is the author or coauthor of three books on knowledge, reasoning, and machine learning, including the standard textbook on artificial intelligence",,
527,Stuart Russell is a professor of Electrical Engineering and Computer Sciences at UC-Berkeley and Adjunct Professor of Neurological Surgery at UC-San Francisco,,
528,Anna Thomas is Co-founder & Director of institute for the Future of Work,,
529,"Anne-Marie  Imafidon is the Founder, Trustee of Institute for the Future of Work",,
530,Diana  Coyle is Bennett Professor of Public Policy in University of Cambridge,,
531,Helen  Mountfield is the Principal of Mansfield College and the University of Oxford,,
532,Kathryn Parsons is the CEO & Co-Founder of Decoded,,
533,Mike Lynch is the Founder of the Invoke Capital,,
